"Source Country","Destination Country","Visa Status","Visa Type",Duration
Brazil,Indonesia,"Visa Free",visa-free,30
Brazil,Iran,"Visa Free",visa-free,15
Brazil,Iraq,eVisa,eVisa,
Brazil,Ireland,"Visa Free",visa-free,90
Brazil,Israel,eTA,eTA,90
Brazil,Italy,"Visa Free",visa-free,90
Brazil,Jamaica,"Visa Free",visa-free,90
Brazil,Japan,"Visa Free",visa-free,90
Brazil,Jordan,"Visa on Arrival","eVisa / visa on arrival",
Brazil,Kazakhstan,"Visa Free",visa-free,30
Brazil,Kenya,eTA,eTA,90
Brazil,Kiribati,"Visa Free",visa-free,90
Brazil,Kosovo,"Visa Free",visa-free,90
Brazil,Kuwait,"Visa Required","visa required",
Brazil,Kyrgyzstan,"Visa Free",visa-free,60
Brazil,Laos,"Visa on Arrival","eVisa / visa on arrival",30
Brazil,Latvia,"Visa Free",visa-free,90
Brazil,Lebanon,"Visa on Arrival","visa on arrival",30
Brazil,Lesotho,"Visa Required","visa required",
Brazil,Liberia,eVisa,eVisa,
Brazil,Libya,eVisa,eVisa,
Brazil,Liechtenstein,"Visa Free",visa-free,90
Brazil,Lithuania,"Visa Free",visa-free,90
Brazil,Luxembourg,"Visa Free",visa-free,90
Brazil,Macao,"Visa Free",visa-free,90
Brazil,Madagascar,"Visa on Arrival","eVisa / visa on arrival",90
Brazil,Malawi,"Visa on Arrival","eVisa / visa on arrival",30
Brazil,Malaysia,"Visa Free",visa-free,90
Brazil,Maldives,"Visa on Arrival","visa on arrival",30
Brazil,Mali,"Visa Required","visa required",
Brazil,Malta,"Visa Free",visa-free,90
Brazil,"Marshall Islands","Visa on Arrival","visa on arrival",90
Brazil,Mauritania,eVisa,eVisa,90
Brazil,Mauritius,"Visa Free",visa-free,90
Brazil,Mexico,"Visa Required","visa required",
Brazil,Micronesia,"Visa Free",visa-free,30
Brazil,Moldova,"Visa Free",visa-free,90
Brazil,Monaco,"Visa Free",visa-free,90
Brazil,Mongolia,"Visa Free",visa-free,90
Brazil,Montenegro,"Visa Free",visa-free,90
Brazil,Morocco,"Visa Free",visa-free,90
Brazil,Mozambique,"Visa on Arrival","eVisa / visa on arrival",30
Brazil,Myanmar,eVisa,eVisa,
Brazil,Namibia,"Visa Free",visa-free,90
Brazil,Nauru,"Visa Required","visa required",
Brazil,Nepal,"Visa on Arrival","eVisa / visa on arrival",150
Brazil,Netherlands,"Visa Free",visa-free,90
Brazil,"New Zealand",eTA,eTA,90
Brazil,Nicaragua,"Visa Free",visa-free,90
Brazil,Niger,"Visa Required","visa required",
Brazil,Nigeria,eVisa,eVisa,90
Brazil,"North Korea","Visa Required","visa required",
Brazil,"North Macedonia","Visa Free",visa-free,90
Brazil,Norway,"Visa Free",visa-free,90
Brazil,Oman,"Visa on Arrival","eVisa / visa on arrival",30
Brazil,Pakistan,eVisa,eVisa,30
Brazil,Palau,"Visa on Arrival","visa on arrival",30
Brazil,"Palestinian Territories","Visa Free",visa-free,
Brazil,Panama,"Visa Free",visa-free,90
Brazil,"Papua New Guinea",Unknown,eVisitors,60
Brazil,Paraguay,"Visa Free",visa-free,90
Brazil,Peru,"Visa Free",visa-free,180
Brazil,Philippines,"Visa Free",visa-free,60
Brazil,Poland,"Visa Free",visa-free,90
Brazil,Portugal,"Visa Free",visa-free,90
Brazil,Qatar,"Visa on Arrival","free visa on arrival",30
Brazil,Romania,"Visa Free",visa-free,90
Brazil,"Russian Federation","Visa Free",visa-free,90
Brazil,Rwanda,"Visa on Arrival","eVisa / visa on arrival",30
Brazil,"Saint Kitts and Nevis",eTA,eTA,90
Brazil,"Saint Lucia","Visa Free",visa-free,42
Brazil,Samoa,"Visa on Arrival","visa on arrival",90
Brazil,"San Marino","Visa Free",visa-free,90
Brazil,"Sao Tome and Principe","Visa Free",visa-free,
Brazil,"Saudi Arabia","Visa Required","visa required",
Brazil,Senegal,"Visa Free",visa-free,90
Brazil,Serbia,"Visa Free",visa-free,90
Brazil,Seychelles,Unknown,"tourist registration",90
Brazil,"Sierra Leone","Visa on Arrival","eVisa / visa on arrival",30
Brazil,Singapore,"Visa Free",visa-free,30
Brazil,Slovakia,"Visa Free",visa-free,90
Brazil,Slovenia,"Visa Free",visa-free,90
Brazil,"Solomon Islands","Visa on Arrival","visa on arrival",45
Brazil,Somalia,eVisa,eVisa,
Brazil,"South Africa","Visa Free",visa-free,90
Brazil,"South Korea",eTA,eTA,90
Brazil,"South Sudan",eVisa,eVisa,90
Brazil,Spain,"Visa Free",visa-free,90
Brazil,"Sri Lanka","Visa on Arrival","eVisa / visa on arrival",30
Brazil,"St. Vincent and the Grenadines","Visa Free",visa-free,90
Brazil,Sudan,"Visa Required","visa required",
Brazil,Suriname,"Visa Free",visa-free,180
Brazil,Sweden,"Visa Free",visa-free,90
Brazil,Switzerland,"Visa Free",visa-free,90
Brazil,Syria,eVisa,eVisa,
Brazil,Taiwan,"Visa Required","visa required",
Brazil,Tajikistan,"Visa Free",visa-free,30
Brazil,Tanzania,"Visa on Arrival","eVisa / visa on arrival",
Brazil,Thailand,"Visa Free",visa-free,90
Brazil,Timor-Leste,"Visa on Arrival","visa on arrival",30
Brazil,Togo,eVisa,eVisa,15
Brazil,Tonga,"Visa on Arrival","visa on arrival",31
Brazil,"Trinidad and Tobago","Visa Free",visa-free,90
Brazil,Tunisia,"Visa Free",visa-free,90
Brazil,Turkmenistan,"Visa Required","visa required",
Brazil,Tuvalu,"Visa on Arrival","visa on arrival",30
Brazil,Türkiye,"Visa Free",visa-free,90
Brazil,Uganda,eVisa,eVisa,
Brazil,Ukraine,"Visa Free",visa-free,90
Brazil,"United Arab Emirates","Visa Free",visa-free,90
Brazil,"United Kingdom",eTA,eTA,180
Brazil,"United States of America","Visa Required","visa required",
Brazil,Uruguay,"Visa Free",visa-free,90
Brazil,Uzbekistan,"Visa Free",visa-free,30
Brazil,Vanuatu,"Visa Free",visa-free,120
Brazil,"Vatican City","Visa Free",visa-free,90
Brazil,Venezuela,"Visa Free",visa-free,90
Brazil,"Viet Nam",eVisa,eVisa,90
Brazil,Yemen,"Visa Required","visa required",
Brazil,Zambia,"Visa on Arrival","eVisa / visa on arrival",90
Brazil,Zimbabwe,"Visa on Arrival","eVisa / visa on arrival",90
Brunei,Afghanistan,"Visa Required","visa required",
Brunei,Albania,"Visa Free",visa-free,90
Brunei,Algeria,"Visa Required","visa required",
Brunei,Andorra,"Visa Free",visa-free,90
Brunei,Angola,"Visa Required","visa required",
Brunei,"Antigua and Barbuda","Visa Free",visa-free,180
Brunei,Argentina,"Visa Required","visa required",
Brunei,Armenia,eVisa,eVisa,120
Brunei,Australia,eTA,eTA,90
Brunei,Austria,"Visa Free",visa-free,90
Brunei,Azerbaijan,eVisa,eVisa,30
Brunei,Bahamas,"Visa Free",visa-free,90
Brunei,Bahrain,"Visa on Arrival","eVisa / visa on arrival",30
Brunei,Bangladesh,"Visa Required","visa required",
Brunei,Barbados,"Visa Free",visa-free,180
Brunei,Belarus,"Visa Required","visa required",
Brunei,Belgium,"Visa Free",visa-free,90
Brunei,Belize,"Visa Free",visa-free,
Brunei,Benin,eVisa,eVisa,
Brunei,Bhutan,eVisa,eVisa,
Brunei,Bolivia,eVisa,eVisa,
Brunei,"Bosnia and Herzegovina","Visa Free",visa-free,90
Brunei,Botswana,"Visa Free",visa-free,90
Brunei,Brazil,"Visa Required","visa required",
Brunei,Bulgaria,"Visa Free",visa-free,90
Brunei,"Burkina Faso",eVisa,eVisa,
Brunei,Burundi,"Visa on Arrival","visa on arrival",30
Brunei,Cambodia,"Visa Free",visa-free,14
Brunei,Cameroon,eVisa,eVisa,
Brunei,Canada,eTA,eTA,180
Brunei,"Cape Verde","Visa on Arrival","visa on arrival (EASE)",
Brunei,"Central African Republic","Visa Required","visa required",
Brunei,Chad,eVisa,eVisa,
Brunei,Chile,"Visa Required","visa required",
Brunei,China,"Visa Free",visa-free,30
Brunei,Colombia,"Visa Free",visa-free,90
Brunei,Comoros,"Visa on Arrival","visa on arrival",45
Brunei,Congo,"Visa Required","visa required",
Brunei,"Congo (Dem. Rep.)",eVisa,eVisa,90
Brunei,"Costa Rica","Visa Free",visa-free,30
Brunei,"Cote d'Ivoire (Ivory Coast)",Unknown,pre-enrollment,90
Brunei,Croatia,"Visa Free",visa-free,90
Brunei,Cuba,eVisa,eVisa,90
Brunei,Cyprus,"Visa Free",visa-free,90
Brunei,"Czech Republic","Visa Free",visa-free,90
Brunei,Denmark,"Visa Free",visa-free,90
Brunei,Djibouti,"Visa on Arrival","eVisa / visa on arrival",90
Brunei,Dominica,"Visa Free",visa-free,180
Brunei,"Dominican Republic",Unknown,E-Ticket,30
Brunei,Ecuador,"Visa Free",visa-free,90
Brunei,Egypt,"Visa on Arrival","visa on arrival",30
Brunei,"El Salvador","Visa Free",visa-free,180
Brunei,"Equatorial Guinea",eVisa,eVisa,
Brunei,Eritrea,"Visa Required","visa required",
Brunei,Estonia,"Visa Free",visa-free,90
Brunei,Eswatini,"Visa Free",visa-free,30
Brunei,Ethiopia,eVisa,eVisa,90
Brunei,Fiji,"Visa Free",visa-free,120
Brunei,Finland,"Visa Free",visa-free,90
Brunei,France,"Visa Free",visa-free,90
Brunei,Gabon,eVisa,eVisa,90
Brunei,Gambia,"Visa Free",visa-free,90
Brunei,Georgia,"Visa Free",visa-free,360
Brunei,Germany,"Visa Free",visa-free,90
Brunei,Ghana,"Visa Required","visa required",
Brunei,Greece,"Visa Free",visa-free,90
Brunei,Grenada,"Visa Free",visa-free,90
Brunei,Guatemala,"Visa Free",visa-free,90
Brunei,Guinea,eVisa,eVisa,90
Brunei,Guinea-Bissau,"Visa on Arrival","visa on arrival",90
Brunei,Guyana,eVisa,eVisa,
Brunei,Haiti,"Visa Free",visa-free,90
Brunei,Honduras,"Visa Free",visa-free,90
Brunei,"Hong Kong","Visa Free",visa-free,90
Brunei,Hungary,"Visa Free",visa-free,90
Brunei,Iceland,"Visa Free",visa-free,90
Brunei,India,eVisa,eVisa,30
Brunei,Indonesia,"Visa Free",visa-free,30
Brunei,Iran,"Visa Free",visa-free,15
Brunei,Iraq,eVisa,eVisa,
Brunei,Ireland,"Visa Free",visa-free,90
Brunei,Israel,eVisa,eVisa,
Brunei,Italy,"Visa Free",visa-free,90
Brunei,Jamaica,"Visa Free",visa-free,
Brunei,Japan,"Visa Free",visa-free,30
Brunei,Jordan,"Visa on Arrival","eVisa / visa on arrival",
Brunei,Kazakhstan,eVisa,eVisa,
Brunei,Kenya,"Visa Free",visa-free,90
Brunei,Kiribati,"Visa Free",visa-free,90
Brunei,Kosovo,"Visa Free",visa-free,90
Brunei,Kuwait,"Visa on Arrival","eVisa / visa on arrival",90
Brunei,Kyrgyzstan,"Visa Free",visa-free,60
Brunei,Laos,"Visa Free",visa-free,14
Brunei,Latvia,"Visa Free",visa-free,90
Brunei,Lebanon,"Visa Required","visa required",
Brunei,Lesotho,"Visa Free",visa-free,90
Brunei,Liberia,eVisa,eVisa,
Brunei,Libya,eVisa,eVisa,
Brunei,Liechtenstein,"Visa Free",visa-free,90
Brunei,Lithuania,"Visa Free",visa-free,90
Brunei,Luxembourg,"Visa Free",visa-free,90
Brunei,Macao,"Visa Free",visa-free,14
Brunei,Madagascar,"Visa on Arrival","eVisa / visa on arrival",90
Brunei,Malawi,"Visa Free",visa-free,90
Brunei,Malaysia,"Visa Free",visa-free,30
Brunei,Maldives,"Visa on Arrival","visa on arrival",30
Brunei,Mali,"Visa Required","visa required",
Brunei,Malta,"Visa Free",visa-free,90
Brunei,"Marshall Islands","Visa on Arrival","visa on arrival",90
Brunei,Mauritania,eVisa,eVisa,90
Brunei,Mauritius,"Visa Free",visa-free,90
Brunei,Mexico,"Visa Required","visa required",
Brunei,Micronesia,"Visa Free",visa-free,30
Brunei,Moldova,"Visa Free",visa-free,90
Brunei,Monaco,"Visa Free",visa-free,90
Brunei,Mongolia,eVisa,eVisa,
Brunei,Montenegro,"Visa Free",visa-free,90
Brunei,Morocco,"Visa Required","visa required",
Brunei,Mozambique,"Visa on Arrival","eVisa / visa on arrival",30
Brunei,Myanmar,"Visa Free",visa-free,14
Brunei,Namibia,eVisa,eVisa,
Brunei,Nauru,"Visa Required","visa required",
Brunei,Nepal,"Visa on Arrival","eVisa / visa on arrival",150
Brunei,Netherlands,"Visa Free",visa-free,90
Brunei,"New Zealand",eTA,eTA,90
Brunei,Nicaragua,"Visa Free",visa-free,90
Brunei,Niger,"Visa Required","visa required",
Brunei,Nigeria,eVisa,eVisa,90
Brunei,"North Korea","Visa Required","visa required",
Brunei,"North Macedonia","Visa Free",visa-free,90
Brunei,Norway,"Visa Free",visa-free,90
Brunei,Oman,"Visa Free",visa-free,30
Brunei,Pakistan,eVisa,eVisa,30
Brunei,Palau,"Visa on Arrival","visa on arrival",30
Brunei,"Palestinian Territories","Visa Free",visa-free,
Brunei,Panama,"Visa Free",visa-free,90
Brunei,"Papua New Guinea",Unknown,eVisitors,60
Brunei,Paraguay,"Visa Required","visa required",
Brunei,Peru,"Visa Free",visa-free,180
Brunei,Philippines,"Visa Free",visa-free,30
Brunei,Poland,"Visa Free",visa-free,90
Brunei,Portugal,"Visa Free",visa-free,90
Brunei,Qatar,"Visa on Arrival","free visa on arrival",30
Brunei,Romania,"Visa Free",visa-free,90
Brunei,"Russian Federation","Visa Free",visa-free,14
Brunei,Rwanda,"Visa Free",visa-free,30
Brunei,"Saint Kitts and Nevis",eTA,eTA,90
Brunei,"Saint Lucia","Visa Free",visa-free,42
Brunei,Samoa,"Visa on Arrival","visa on arrival",90
Brunei,"San Marino","Visa Free",visa-free,90
Brunei,"Sao Tome and Principe",eVisa,eVisa,
Brunei,"Saudi Arabia","Visa on Arrival","eVisa / visa on arrival",90
Brunei,Senegal,"Visa on Arrival","visa on arrival",30
Brunei,Serbia,"Visa Required","visa required",
Brunei,Seychelles,Unknown,"tourist registration",90
Brunei,"Sierra Leone","Visa on Arrival","eVisa / visa on arrival",30
Brunei,Singapore,"Visa Free",visa-free,30
Brunei,Slovakia,"Visa Free",visa-free,90
Brunei,Slovenia,"Visa Free",visa-free,90
Brunei,"Solomon Islands","Visa on Arrival","visa on arrival",45
Brunei,Somalia,eVisa,eVisa,
Brunei,"South Africa","Visa Required","visa required",
Brunei,"South Korea","Visa Free",visa-free,30
Brunei,"South Sudan",eVisa,eVisa,90
Brunei,Spain,"Visa Free",visa-free,90
Brunei,"Sri Lanka","Visa on Arrival","eVisa / visa on arrival",30
Brunei,"St. Vincent and the Grenadines","Visa Free",visa-free,90
Brunei,Sudan,"Visa Required","visa required",
Brunei,Suriname,Unknown,"tourist card",90
Brunei,Sweden,"Visa Free",visa-free,90
Brunei,Switzerland,"Visa Free",visa-free,90
Brunei,Syria,eVisa,eVisa,
Brunei,Taiwan,"Visa Free",visa-free,14
Brunei,Tajikistan,eVisa,eVisa,
Brunei,Tanzania,"Visa Free",visa-free,90
Brunei,Thailand,"Visa Free",visa-free,60
Brunei,Timor-Leste,"Visa on Arrival","visa on arrival",30
Brunei,Togo,eVisa,eVisa,15
Brunei,Tonga,"Visa on Arrival","visa on arrival",31
Brunei,"Trinidad and Tobago","Visa Free",visa-free,
Brunei,Tunisia,"Visa Free",visa-free,90
Brunei,Turkmenistan,"Visa Required","visa required",
Brunei,Tuvalu,"Visa on Arrival","visa on arrival",30
Brunei,Türkiye,"Visa Free",visa-free,90
Brunei,Uganda,eVisa,eVisa,
Brunei,Ukraine,"Visa Free",visa-free,30
Brunei,"United Arab Emirates","Visa Free",visa-free,30
Brunei,"United Kingdom",eTA,eTA,180
Brunei,"United States of America",eTA,eTA,90
Brunei,Uruguay,"Visa Required","visa required",
Brunei,Uzbekistan,"Visa Free",visa-free,30
Brunei,Vanuatu,"Visa Free",visa-free,120
Brunei,"Vatican City","Visa Free",visa-free,90
Brunei,Venezuela,"Visa Required","visa required",
Brunei,"Viet Nam","Visa Free",visa-free,14
Brunei,Yemen,"Visa Required","visa required",
Brunei,Zambia,"Visa Free",visa-free,90
Brunei,Zimbabwe,"Visa on Arrival","eVisa / visa on arrival",90
Bulgaria,Afghanistan,"Visa Required","visa required",
Bulgaria,Albania,"Visa Free",visa-free,90
Bulgaria,Algeria,"Visa Required","visa required",
Bulgaria,Andorra,"Visa Free",visa-free,
Bulgaria,Angola,"Visa Free",visa-free,30
Bulgaria,"Antigua and Barbuda","Visa Free",visa-free,180
Bulgaria,Argentina,"Visa Free",visa-free,90
Bulgaria,Armenia,"Visa Free",visa-free,180
Bulgaria,Australia,Unknown,eVisitors,90
Bulgaria,Austria,"Visa Free",visa-free,
Bulgaria,Azerbaijan,eVisa,eVisa,30
Bulgaria,Bahamas,"Visa Free",visa-free,90
Bulgaria,Bahrain,"Visa on Arrival","eVisa / visa on arrival",30
Bulgaria,Bangladesh,"Visa on Arrival","visa on arrival",30
Bulgaria,Barbados,"Visa Free",visa-free,90
Bulgaria,Belarus,"Visa Free",visa-free,30
Bulgaria,Belgium,"Visa Free",visa-free,
Bulgaria,Belize,"Visa Free",visa-free,
Bulgaria,Benin,eVisa,eVisa,
Bulgaria,Bhutan,eVisa,eVisa,
Bulgaria,Bolivia,eVisa,eVisa,
Bulgaria,"Bosnia and Herzegovina","Visa Free",visa-free,90
Bulgaria,Botswana,"Visa Free",visa-free,90
Bulgaria,Brazil,"Visa Free",visa-free,90
Bulgaria,Brunei,"Visa Free",visa-free,90
Bulgaria,"Burkina Faso",eVisa,eVisa,
Bulgaria,Burundi,"Visa on Arrival","visa on arrival",30
Bulgaria,Cambodia,"Visa on Arrival","eVisa / visa on arrival",30
Bulgaria,Cameroon,eVisa,eVisa,
Bulgaria,Canada,eTA,eTA,180
Bulgaria,"Cape Verde","Visa Free","visa-free (EASE)",30
Bulgaria,"Central African Republic","Visa Required","visa required",
Bulgaria,Chad,eVisa,eVisa,
Bulgaria,Chile,"Visa Free",visa-free,90
Bulgaria,China,"Visa Free",visa-free,30
Bulgaria,Colombia,"Visa Free",visa-free,90
Bulgaria,Comoros,"Visa on Arrival","visa on arrival",45
Bulgaria,Congo,"Visa Required","visa required",
Bulgaria,"Congo (Dem. Rep.)",eVisa,eVisa,90
Bulgaria,"Costa Rica","Visa Free",visa-free,180
Bulgaria,"Cote d'Ivoire (Ivory Coast)",Unknown,pre-enrollment,90
Bulgaria,Croatia,"Visa Free",visa-free,
Bulgaria,Cuba,eVisa,eVisa,90
Bulgaria,Cyprus,"Visa Free",visa-free,
Bulgaria,"Czech Republic","Visa Free",visa-free,
Bulgaria,Denmark,"Visa Free",visa-free,
Bulgaria,Djibouti,"Visa on Arrival","eVisa / visa on arrival",90
Bulgaria,Dominica,"Visa Free",visa-free,180
Bulgaria,"Dominican Republic",Unknown,E-Ticket,30
Bulgaria,Ecuador,"Visa Free",visa-free,90
Bulgaria,Egypt,"Visa on Arrival","eVisa / visa on arrival",30
Bulgaria,"El Salvador","Visa Free",visa-free,180
Bulgaria,"Equatorial Guinea",eVisa,eVisa,
Bulgaria,Eritrea,"Visa Required","visa required",
Bulgaria,Estonia,"Visa Free",visa-free,
Bulgaria,Eswatini,"Visa Required","visa required",
Bulgaria,Ethiopia,"Visa on Arrival","eVisa / visa on arrival",90
Bulgaria,Fiji,"Visa Free",visa-free,120
Bulgaria,Finland,"Visa Free",visa-free,
Bulgaria,France,"Visa Free",visa-free,
Bulgaria,Gabon,eVisa,eVisa,90
Bulgaria,Gambia,"Visa Free",visa-free,90
Bulgaria,Georgia,"Visa Free",visa-free,360
Bulgaria,Germany,"Visa Free",visa-free,
Bulgaria,Ghana,"Visa Required","visa required",
Bulgaria,Greece,"Visa Free",visa-free,
Bulgaria,Grenada,"Visa Free",visa-free,90
Bulgaria,Guatemala,"Visa Free",visa-free,90
Bulgaria,Guinea,eVisa,eVisa,90
Bulgaria,Guinea-Bissau,"Visa on Arrival","visa on arrival",90
Bulgaria,Guyana,eVisa,eVisa,
Bulgaria,Haiti,"Visa Free",visa-free,90
Bulgaria,Honduras,"Visa Free",visa-free,90
Bulgaria,"Hong Kong","Visa Free",visa-free,90
Bulgaria,Hungary,"Visa Free",visa-free,
Bulgaria,Iceland,"Visa Free",visa-free,
Bulgaria,India,eVisa,eVisa,30
Bulgaria,Indonesia,"Visa on Arrival","eVisa / visa on arrival",30
Bulgaria,Iran,"Visa on Arrival","eVisa / visa on arrival",30
Bulgaria,Iraq,eVisa,eVisa,
Bulgaria,Ireland,"Visa Free",visa-free,
Bulgaria,Israel,eTA,eTA,90
Bulgaria,Italy,"Visa Free",visa-free,
Bulgaria,Jamaica,"Visa on Arrival","visa on arrival",30
Bulgaria,Japan,"Visa Free",visa-free,90
Bulgaria,Jordan,"Visa on Arrival","eVisa / visa on arrival",
Bulgaria,Kazakhstan,"Visa Free",visa-free,30
Bulgaria,Kenya,eTA,eTA,90
Bulgaria,Kiribati,"Visa Free",visa-free,90
Bulgaria,Kosovo,"Visa Free",visa-free,90
Bulgaria,Kuwait,"Visa on Arrival","eVisa / visa on arrival",90
Bulgaria,Kyrgyzstan,"Visa Free",visa-free,60
Bulgaria,Laos,"Visa on Arrival","eVisa / visa on arrival",30
Bulgaria,Latvia,"Visa Free",visa-free,
Bulgaria,Lebanon,"Visa on Arrival","visa on arrival",30
Bulgaria,Lesotho,"Visa Free",visa-free,14
Bulgaria,Liberia,eVisa,eVisa,
Bulgaria,Libya,eVisa,eVisa,
Bulgaria,Liechtenstein,"Visa Free",visa-free,
Bulgaria,Lithuania,"Visa Free",visa-free,
Bulgaria,Luxembourg,"Visa Free",visa-free,
Bulgaria,Macao,"Visa Free",visa-free,90
Bulgaria,Madagascar,"Visa on Arrival","eVisa / visa on arrival",90
Bulgaria,Malawi,"Visa on Arrival","eVisa / visa on arrival",30
Bulgaria,Malaysia,"Visa Free",visa-free,90
Bulgaria,Maldives,"Visa on Arrival","visa on arrival",30
Bulgaria,Mali,"Visa Required","visa required",
Bulgaria,Malta,"Visa Free",visa-free,
Bulgaria,"Marshall Islands","Visa Free",visa-free,90
Bulgaria,Mauritania,eVisa,eVisa,90
Bulgaria,Mauritius,"Visa Free",visa-free,90
Bulgaria,Mexico,"Visa Free",visa-free,180
Bulgaria,Micronesia,"Visa Free",visa-free,90
Bulgaria,Moldova,"Visa Free",visa-free,90
Bulgaria,Monaco,"Visa Free",visa-free,
Bulgaria,Mongolia,"Visa Free",visa-free,30
Bulgaria,Montenegro,"Visa Free",visa-free,90
Bulgaria,Morocco,"Visa Free",visa-free,90
Bulgaria,Mozambique,"Visa on Arrival","eVisa / visa on arrival",30
Bulgaria,Myanmar,eVisa,eVisa,
Bulgaria,Namibia,"Visa on Arrival","eVisa / visa on arrival",90
Bulgaria,Nauru,"Visa Required","visa required",
Bulgaria,Nepal,"Visa on Arrival","eVisa / visa on arrival",150
Bulgaria,Netherlands,"Visa Free",visa-free,
Bulgaria,"New Zealand",eTA,eTA,90
Bulgaria,Nicaragua,"Visa Free",visa-free,90
Bulgaria,Niger,"Visa Required","visa required",
Bulgaria,Nigeria,eVisa,eVisa,90
Bulgaria,"North Korea","Visa Required","visa required",
Bulgaria,"North Macedonia","Visa Free",visa-free,90
Bulgaria,Norway,"Visa Free",visa-free,
Bulgaria,Oman,"Visa on Arrival","eVisa / visa on arrival",30
Bulgaria,Pakistan,eVisa,eVisa,30
Bulgaria,Palau,"Visa Free",visa-free,90
Bulgaria,"Palestinian Territories","Visa Free",visa-free,
Bulgaria,Panama,"Visa Free",visa-free,90
Bulgaria,"Papua New Guinea",Unknown,eVisitors,60
Bulgaria,Paraguay,"Visa Free",visa-free,90
Bulgaria,Peru,"Visa Free",visa-free,90
Bulgaria,Philippines,"Visa Free",visa-free,30
Bulgaria,Poland,"Visa Free",visa-free,
Bulgaria,Portugal,"Visa Free",visa-free,
Bulgaria,Qatar,"Visa on Arrival","free visa on arrival",90
Bulgaria,Romania,"Visa Free",visa-free,
Bulgaria,"Russian Federation",eVisa,eVisa,30
Bulgaria,Rwanda,"Visa Free",visa-free,30
Bulgaria,"Saint Kitts and Nevis",eTA,eTA,90
Bulgaria,"Saint Lucia","Visa Free",visa-free,90
Bulgaria,Samoa,"Visa Free",visa-free,90
Bulgaria,"San Marino","Visa Free",visa-free,
Bulgaria,"Sao Tome and Principe","Visa Free",visa-free,15
Bulgaria,"Saudi Arabia","Visa on Arrival","eVisa / visa on arrival",90
Bulgaria,Senegal,"Visa Free",visa-free,90
Bulgaria,Serbia,"Visa Free",visa-free,90
Bulgaria,Seychelles,Unknown,"tourist registration",90
Bulgaria,"Sierra Leone","Visa on Arrival","eVisa / visa on arrival",30
Bulgaria,Singapore,"Visa Free",visa-free,90
Bulgaria,Slovakia,"Visa Free",visa-free,
Bulgaria,Slovenia,"Visa Free",visa-free,
Bulgaria,"Solomon Islands","Visa Free",visa-free,90
Bulgaria,Somalia,eVisa,eVisa,
Bulgaria,"South Africa",eVisa,eVisa,
Bulgaria,"South Korea","Visa Free",visa-free,90
Bulgaria,"South Sudan",eVisa,eVisa,90
Bulgaria,Spain,"Visa Free",visa-free,
Bulgaria,"Sri Lanka","Visa on Arrival","eVisa / visa on arrival",30
Bulgaria,"St. Vincent and the Grenadines","Visa Free",visa-free,90
Bulgaria,Sudan,"Visa Required","visa required",
Bulgaria,Suriname,Unknown,"tourist card",90
Bulgaria,Sweden,"Visa Free",visa-free,
Bulgaria,Switzerland,"Visa Free",visa-free,
Bulgaria,Syria,eVisa,eVisa,
Bulgaria,Taiwan,"Visa Free",visa-free,90
Bulgaria,Tajikistan,"Visa Free",visa-free,30
Bulgaria,Tanzania,"Visa on Arrival","eVisa / visa on arrival",
Bulgaria,Thailand,"Visa Free",visa-free,60
Bulgaria,Timor-Leste,"Visa Free",visa-free,90
Bulgaria,Togo,eVisa,eVisa,15
Bulgaria,Tonga,"Visa Free",visa-free,90
Bulgaria,"Trinidad and Tobago","Visa Free",visa-free,90
Bulgaria,Tunisia,"Visa Free",visa-free,60
Bulgaria,Turkmenistan,"Visa Required","visa required",
Bulgaria,Tuvalu,"Visa Free",visa-free,90
Bulgaria,Türkiye,"Visa Free",visa-free,90
Bulgaria,Uganda,eVisa,eVisa,
Bulgaria,Ukraine,"Visa Free",visa-free,90
Bulgaria,"United Arab Emirates","Visa Free",visa-free,90
Bulgaria,"United Kingdom",eTA,eTA,180
Bulgaria,"United States of America","Visa Required","visa required",
Bulgaria,Uruguay,"Visa Free",visa-free,90
Bulgaria,Uzbekistan,"Visa Free",visa-free,30
Bulgaria,Vanuatu,"Visa Free",visa-free,120
Bulgaria,"Vatican City","Visa Free",visa-free,
Bulgaria,Venezuela,"Visa Free",visa-free,90
Bulgaria,"Viet Nam","Visa Free",visa-free,45
Bulgaria,Yemen,"Visa Required","visa required",
Bulgaria,Zambia,"Visa Free",visa-free,90
Bulgaria,Zimbabwe,"Visa on Arrival","eVisa / visa on arrival",90
"Burkina Faso",Afghanistan,"Visa Required","visa required",
"Burkina Faso",Albania,eVisa,eVisa,
"Burkina Faso",Algeria,"Visa Required","visa required",
"Burkina Faso",Andorra,"Visa Required","visa required",
"Burkina Faso",Angola,"Visa Required","visa required",
"Burkina Faso","Antigua and Barbuda",eVisa,eVisa,
"Burkina Faso",Argentina,"Visa Required","visa required",
"Burkina Faso",Armenia,"Visa Required","visa required",
"Burkina Faso",Australia,eVisa,eVisa,
"Burkina Faso",Austria,"Visa Required","visa required",
"Burkina Faso",Azerbaijan,"Visa Required","visa required",
"Burkina Faso",Bahamas,eVisa,eVisa,
"Burkina Faso",Bahrain,eVisa,eVisa,
"Burkina Faso",Bangladesh,"Visa Free",visa-free,90
"Burkina Faso",Barbados,"Visa Free",visa-free,90
"Burkina Faso",Belarus,"Visa Required","visa required",
"Burkina Faso",Belgium,"Visa Required","visa required",
